0.063s	14.61psia	21.88°C	0.832LPM	1.143mg/s	3.360g
2239.135s	18.11psia	21.86°C	0.188LPM	0.321mg/s	4.102g

2239.196s	18.09psia	21.85°C	0.188LPM	0.322mg/s	4.102g

2239.256s	18.10psia	21.85°C	0.188LPM	0.322mg/s	4.102g

2239.316s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2239.376s	18.12psia	21.85°C	0.189LPM	0.322mg/s	4.102g

2239.437s	18.13psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2239.498s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2239.558s	18.06psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2239.618s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2239.678s	18.08psia	21.86°C	0.188LPM	0.321mg/s	4.102g

2239.738s	18.12psia	21.86°C	0.188LPM	0.321mg/s	4.102g

2239.798s	18.10psia	21.85°C	0.189LPM	0.322mg/s	4.102g

2239.858s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.102g

2239.919s	18.06psia	21.85°C	0.187LPM	0.320mg/s	4.102g

2239.979s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2240.039s	18.09psia	21.85°C	0.188LPM	0.322mg/s	4.102g

2240.099s	18.07psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2240.159s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2240.219s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.102g

2240.279s	18.12psia	21.85°C	0.187LPM	0.320mg/s	4.102g

2240.340s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2240.400s	18.07psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2240.460s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.103g

2240.520s	18.09psia	21.84°C	0.188LPM	0.322mg/s	4.103g

2240.580s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2240.640s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2240.700s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2240.761s	18.09psia	21.85°C	0.188LPM	0.322mg/s	4.103g

2240.831s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.103g

2240.891s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.103g

2240.951s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2241.018s	18.12psia	21.84°C	0.189LPM	0.322mg/s	4.103g

2241.078s	18.10psia	21.85°C	0.188LPM	0.320mg/s	4.103g

2241.138s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2241.198s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2241.258s	18.12psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2241.319s	18.11psia	21.84°C	0.189LPM	0.323mg/s	4.103g

2241.379s	18.12psia	21.85°C	0.189LPM	0.323mg/s	4.103g

2241.440s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.103g

2241.500s	18.08psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2241.560s	18.09psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2241.621s	18.11psia	21.84°C	0.189LPM	0.322mg/s	4.103g

2241.681s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2241.742s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2241.802s	18.09psia	21.85°C	0.189LPM	0.323mg/s	4.103g

2241.862s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2241.923s	18.14psia	21.84°C	0.188LPM	0.322mg/s	4.103g

2241.983s	18.09psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2242.043s	18.09psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2242.103s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2242.163s	18.10psia	21.85°C	0.189LPM	0.323mg/s	4.103g

2242.224s	18.10psia	21.84°C	0.188LPM	0.322mg/s	4.103g

2242.284s	18.12psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2242.344s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.103g

2242.404s	18.10psia	21.85°C	0.190LPM	0.324mg/s	4.103g

2242.464s	18.10psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2242.524s	18.11psia	21.84°C	0.189LPM	0.324mg/s	4.103g

2242.584s	18.10psia	21.85°C	0.189LPM	0.323mg/s	4.103g

2242.645s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2242.705s	18.14psia	21.85°C	0.188LPM	0.322mg/s	4.103g

2242.765s	18.08psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2242.826s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2242.886s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2242.947s	18.11psia	21.86°C	0.189LPM	0.323mg/s	4.103g

2243.007s	18.10psia	21.86°C	0.189LPM	0.323mg/s	4.103g

2243.068s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2243.128s	18.08psia	21.85°C	0.189LPM	0.323mg/s	4.103g

2243.188s	18.10psia	21.85°C	0.189LPM	0.322mg/s	4.103g

2243.249s	18.12psia	21.85°C	0.189LPM	0.323mg/s	4.103g

2243.309s	18.11psia	21.86°C	0.189LPM	0.322mg/s	4.103g

2243.369s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.103g

2243.430s	18.06psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2243.490s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.104g

2243.550s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2243.610s	18.06psia	21.85°C	0.188LPM	0.320mg/s	4.104g

2243.670s	18.09psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2243.730s	18.10psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2243.790s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2243.850s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2243.910s	18.12psia	21.85°C	0.189LPM	0.323mg/s	4.104g

2243.970s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.104g

2244.031s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.104g

2244.091s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.104g

2244.151s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2244.211s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2244.271s	18.11psia	21.85°C	0.187LPM	0.320mg/s	4.104g

2244.332s	18.15psia	21.85°C	0.189LPM	0.323mg/s	4.104g

2244.393s	18.12psia	21.85°C	0.188LPM	0.322mg/s	4.104g

2244.452s	18.11psia	21.85°C	0.188LPM	0.320mg/s	4.104g

2244.513s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2244.573s	18.11psia	21.86°C	0.187LPM	0.319mg/s	4.104g

2244.633s	18.10psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2244.693s	18.13psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2244.753s	18.08psia	21.85°C	0.188LPM	0.320mg/s	4.104g

2244.813s	18.06psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2244.874s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2244.944s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2245.004s	18.08psia	21.85°C	0.189LPM	0.322mg/s	4.104g

2245.064s	18.06psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2245.131s	18.11psia	21.85°C	0.187LPM	0.320mg/s	4.104g

2245.192s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2245.252s	18.09psia	21.85°C	0.188LPM	0.320mg/s	4.104g

2245.312s	18.11psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2245.373s	18.08psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2245.433s	18.12psia	21.84°C	0.188LPM	0.321mg/s	4.104g

2245.493s	18.12psia	21.86°C	0.189LPM	0.322mg/s	4.104g

2245.553s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2245.613s	18.08psia	21.85°C	0.187LPM	0.320mg/s	4.104g

2245.673s	18.08psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2245.733s	18.11psia	21.84°C	0.189LPM	0.322mg/s	4.104g

2245.794s	18.12psia	21.85°C	0.188LPM	0.322mg/s	4.104g

2245.854s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2245.914s	18.11psia	21.86°C	0.188LPM	0.320mg/s	4.104g

2245.974s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2246.034s	18.10psia	21.84°C	0.188LPM	0.321mg/s	4.104g

2246.094s	18.10psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2246.154s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2246.215s	18.08psia	21.85°C	0.189LPM	0.322mg/s	4.104g

2246.276s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.104g

2246.336s	18.14psia	21.85°C	0.189LPM	0.322mg/s	4.104g

2246.396s	18.11psia	21.85°C	0.188LPM	0.320mg/s	4.104g

2246.456s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2246.516s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.104g

2246.577s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.104g

2246.637s	18.10psia	21.84°C	0.188LPM	0.322mg/s	4.104g

2246.697s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2246.758s	18.11psia	21.86°C	0.188LPM	0.321mg/s	4.104g

2246.818s	18.13psia	21.85°C	0.187LPM	0.319mg/s	4.104g

2246.878s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2246.938s	18.10psia	21.85°C	0.188LPM	0.320mg/s	4.104g

2246.998s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.104g

2247.058s	18.10psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2247.118s	18.04psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2247.179s	18.11psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2247.239s	18.06psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2247.299s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2247.359s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2247.420s	18.11psia	21.85°C	0.187LPM	0.319mg/s	4.105g

2247.480s	18.08psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2247.540s	18.08psia	21.86°C	0.188LPM	0.321mg/s	4.105g

2247.601s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2247.661s	18.08psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2247.722s	18.09psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2247.783s	18.08psia	21.86°C	0.188LPM	0.321mg/s	4.105g

2247.843s	18.10psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2247.903s	18.10psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2247.963s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2248.024s	18.07psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2248.085s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2248.145s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2248.205s	18.12psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2248.265s	18.12psia	21.85°C	0.187LPM	0.319mg/s	4.105g

2248.325s	18.12psia	21.86°C	0.187LPM	0.320mg/s	4.105g

2248.385s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2248.445s	18.11psia	21.84°C	0.188LPM	0.321mg/s	4.105g

2248.505s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2248.566s	18.11psia	21.86°C	0.187LPM	0.320mg/s	4.105g

2248.626s	18.10psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2248.686s	18.10psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2248.746s	18.08psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2248.806s	18.09psia	21.86°C	0.188LPM	0.320mg/s	4.105g

2248.866s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2248.926s	18.09psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2248.986s	18.09psia	21.85°C	0.187LPM	0.320mg/s	4.105g

2249.056s	18.11psia	21.85°C	0.187LPM	0.320mg/s	4.105g

2249.116s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2249.176s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2249.243s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2249.303s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.105g

2249.363s	18.10psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2249.424s	18.11psia	21.85°C	0.188LPM	0.320mg/s	4.105g

2249.484s	18.13psia	21.86°C	0.188LPM	0.321mg/s	4.105g

2249.544s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2249.604s	18.13psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2249.664s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.105g

2249.724s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.105g

2249.785s	18.10psia	21.85°C	0.187LPM	0.320mg/s	4.105g

2249.846s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2249.905s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2249.966s	18.04psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2250.026s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.086s	18.10psia	21.85°C	0.188LPM	0.320mg/s	4.106g

2250.146s	18.09psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2250.206s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.266s	18.11psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2250.326s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.386s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.447s	18.12psia	21.86°C	0.189LPM	0.323mg/s	4.106g

2250.507s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.568s	18.12psia	21.85°C	0.187LPM	0.320mg/s	4.106g

2250.628s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.689s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.750s	18.04psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2250.810s	18.06psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.871s	18.14psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.932s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2250.992s	18.11psia	21.85°C	0.187LPM	0.320mg/s	4.106g

2251.052s	18.09psia	21.85°C	0.188LPM	0.320mg/s	4.106g

2251.112s	18.08psia	21.85°C	0.189LPM	0.322mg/s	4.106g

2251.172s	18.07psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2251.232s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2251.293s	18.12psia	21.86°C	0.189LPM	0.322mg/s	4.106g

2251.353s	18.09psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2251.413s	18.11psia	21.85°C	0.187LPM	0.320mg/s	4.106g

2251.473s	18.11psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2251.533s	18.09psia	21.86°C	0.187LPM	0.319mg/s	4.106g

2251.593s	18.09psia	21.85°C	0.188LPM	0.320mg/s	4.106g

2251.653s	18.13psia	21.85°C	0.187LPM	0.320mg/s	4.106g

2251.714s	18.08psia	21.86°C	0.188LPM	0.320mg/s	4.106g

2251.774s	18.10psia	21.85°C	0.188LPM	0.322mg/s	4.106g

2251.834s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2251.895s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2251.955s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2252.015s	18.11psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2252.075s	18.09psia	21.86°C	0.188LPM	0.320mg/s	4.106g

2252.135s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2252.196s	18.07psia	21.85°C	0.188LPM	0.320mg/s	4.106g

2252.256s	18.11psia	21.85°C	0.187LPM	0.319mg/s	4.106g

2252.316s	18.08psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2252.376s	18.08psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2252.436s	18.09psia	21.86°C	0.188LPM	0.321mg/s	4.106g

2252.496s	18.06psia	21.85°C	0.188LPM	0.320mg/s	4.106g

2252.556s	18.10psia	21.86°C	0.188LPM	0.320mg/s	4.106g

2252.616s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2252.676s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.106g

2252.737s	18.08psia	21.86°C	0.188LPM	0.320mg/s	4.106g

2252.797s	18.06psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2252.857s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2252.918s	18.09psia	21.85°C	0.189LPM	0.322mg/s	4.106g

2252.978s	18.09psia	21.85°C	0.189LPM	0.322mg/s	4.106g

2253.039s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.106g

2253.099s	18.05psia	21.86°C	0.188LPM	0.320mg/s	4.106g

2253.168s	18.11psia	21.84°C	0.188LPM	0.321mg/s	4.106g

2253.229s	18.12psia	21.86°C	0.189LPM	0.322mg/s	4.107g

2253.289s	18.08psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2253.356s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2253.416s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2253.476s	18.08psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2253.536s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2253.597s	18.09psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2253.657s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2253.717s	18.11psia	21.85°C	0.188LPM	0.320mg/s	4.107g

2253.777s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2253.837s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2253.898s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2253.958s	18.11psia	21.86°C	0.188LPM	0.322mg/s	4.107g

2254.018s	18.12psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2254.078s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2254.139s	18.06psia	21.86°C	0.188LPM	0.320mg/s	4.107g

2254.199s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2254.259s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2254.319s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2254.379s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2254.439s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2254.500s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2254.560s	18.12psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2254.620s	18.05psia	21.86°C	0.188LPM	0.320mg/s	4.107g

2254.680s	18.08psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2254.740s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2254.800s	18.09psia	21.86°C	0.188LPM	0.321mg/s	4.107g

2254.860s	18.09psia	21.86°C	0.188LPM	0.321mg/s	4.107g

2254.921s	18.10psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2254.981s	18.09psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2255.041s	18.10psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2255.101s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2255.161s	18.10psia	21.86°C	0.188LPM	0.321mg/s	4.107g

2255.221s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2255.281s	18.09psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2255.341s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2255.401s	18.11psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2255.462s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2255.522s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2255.582s	18.10psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2255.642s	18.08psia	21.86°C	0.189LPM	0.322mg/s	4.107g

2255.702s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2255.762s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2255.822s	18.11psia	21.85°C	0.188LPM	0.322mg/s	4.107g

2255.882s	18.10psia	21.86°C	0.188LPM	0.320mg/s	4.107g

2255.943s	18.06psia	21.86°C	0.188LPM	0.320mg/s	4.107g

2256.003s	18.10psia	21.85°C	0.189LPM	0.322mg/s	4.107g

2256.063s	18.12psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2256.123s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2256.183s	18.06psia	21.85°C	0.188LPM	0.320mg/s	4.107g

2256.243s	18.08psia	21.85°C	0.188LPM	0.321mg/s	4.107g

2256.303s	18.11psia	21.85°C	0.188LPM	0.321mg/s	4.108g

2256.363s	18.08psia	21.86°C	0.188LPM	0.321mg/s	4.108g

2256.424s	18.09psia	21.86°C	0.189LPM	0.322mg/s	4.108g

2256.484s	16.31psia	21.85°C	1.106LPM	1.695mg/s	4.108g

2256.544s	14.74psia	21.86°C	1.033LPM	1.424mg/s	4.108g

2256.605s	14.87psia	21.85°C	0.641LPM	0.896mg/s	4.108g

2256.665s	15.06psia	21.86°C	0.573LPM	0.812mg/s	4.108g

2256.725s	15.19psia	21.86°C	0.538LPM	0.769mg/s	4.108g

2256.787s	15.32psia	21.85°C	0.515LPM	0.745mg/s	4.108g

2256.848s	15.41psia	21.86°C	0.497LPM	0.725mg/s	4.108g

2256.908s	15.57psia	21.85°C	0.482LPM	0.709mg/s	4.108g

2256.968s	15.71psia	21.85°C	0.468LPM	0.694mg/s	4.108g

2257.028s	15.84psia	21.85°C	0.452LPM	0.676mg/s	4.108g

2257.088s	15.93psia	21.85°C	0.438LPM	0.658mg/s	4.108g

2257.149s	16.05psia	21.85°C	0.424LPM	0.642mg/s	4.108g

2257.210s	16.14psia	21.85°C	0.411LPM	0.626mg/s	4.108g

2257.279s	16.26psia	21.85°C	0.397LPM	0.609mg/s	4.108g

2257.339s	16.31psia	21.85°C	0.386LPM	0.595mg/s	4.108g

2257.399s	16.43psia	21.85°C	0.375LPM	0.581mg/s	4.108g

2257.466s	16.52psia	21.85°C	0.364LPM	0.567mg/s	4.108g

2257.526s	16.60psia	21.86°C	0.354LPM	0.554mg/s	4.108g

2257.586s	16.66psia	21.86°C	0.346LPM	0.545mg/s	4.109g

2257.646s	16.73psia	21.85°C	0.338LPM	0.533mg/s	4.109g

2257.707s	16.81psia	21.85°C	0.329LPM	0.522mg/s	4.109g

2257.767s	16.88psia	21.85°C	0.322LPM	0.513mg/s	4.109g

2257.828s	16.86psia	21.85°C	0.315LPM	0.503mg/s	4.109g

2257.888s	16.98psia	21.85°C	0.309LPM	0.495mg/s	4.109g

2257.948s	17.04psia	21.86°C	0.302LPM	0.485mg/s	4.109g

2258.008s	17.08psia	21.85°C	0.297LPM	0.478mg/s	4.109g

2258.069s	17.15psia	21.86°C	0.291LPM	0.470mg/s	4.109g

2258.129s	17.17psia	21.86°C	0.285LPM	0.462mg/s	4.109g

2258.189s	17.22psia	21.86°C	0.281LPM	0.456mg/s	4.109g

2258.249s	17.24psia	21.85°C	0.276LPM	0.449mg/s	4.109g

2258.309s	17.31psia	21.85°C	0.272LPM	0.444mg/s	4.109g

2258.369s	17.33psia	21.85°C	0.268LPM	0.438mg/s	4.109g

2258.429s	17.34psia	21.85°C	0.264LPM	0.432mg/s	4.109g

2258.490s	17.41psia	21.85°C	0.262LPM	0.430mg/s	4.109g

2258.550s	17.44psia	21.86°C	0.258LPM	0.424mg/s	4.109g

2258.611s	17.44psia	21.85°C	0.254LPM	0.419mg/s	4.109g

2258.671s	17.48psia	21.87°C	0.251LPM	0.415mg/s	4.109g

2258.731s	17.55psia	21.85°C	0.248LPM	0.410mg/s	4.109g

2258.791s	17.56psia	21.86°C	0.245LPM	0.406mg/s	4.109g

2258.851s	17.59psia	21.86°C	0.242LPM	0.402mg/s	4.109g

2258.911s	17.61psia	21.85°C	0.240LPM	0.398mg/s	4.109g

2258.972s	17.65psia	21.85°C	0.237LPM	0.395mg/s	4.109g

2259.032s	17.64psia	21.85°C	0.234LPM	0.390mg/s	4.109g

2259.093s	17.64psia	21.85°C	0.233LPM	0.388mg/s	4.109g

2259.153s	17.70psia	21.85°C	0.230LPM	0.385mg/s	4.109g

2259.213s	17.69psia	21.85°C	0.229LPM	0.383mg/s	4.109g

2259.273s	17.75psia	21.85°C	0.226LPM	0.378mg/s	4.109g

2259.333s	17.76psia	21.85°C	0.225LPM	0.376mg/s	4.109g

2259.394s	17.76psia	21.85°C	0.223LPM	0.374mg/s	4.109g

2259.454s	17.81psia	21.85°C	0.222LPM	0.373mg/s	4.109g

2259.514s	17.76psia	21.85°C	0.220LPM	0.369mg/s	4.109g

2259.574s	17.82psia	21.85°C	0.219LPM	0.367mg/s	4.109g

2259.634s	17.83psia	21.85°C	0.217LPM	0.366mg/s	4.109g

2259.694s	17.85psia	21.85°C	0.216LPM	0.364mg/s	4.109g

2259.754s	17.82psia	21.85°C	0.214LPM	0.361mg/s	4.109g

2259.814s	17.86psia	21.85°C	0.213LPM	0.360mg/s	4.109g

2259.874s	17.89psia	21.85°C	0.212LPM	0.358mg/s	4.109g

2259.935s	17.91psia	21.85°C	0.211LPM	0.356mg/s	4.109g

2259.995s	17.89psia	21.86°C	0.210LPM	0.355mg/s	4.109g

2260.055s	17.91psia	21.85°C	0.209LPM	0.353mg/s	4.109g

2260.115s	17.93psia	21.85°C	0.208LPM	0.353mg/s	4.109g

2260.176s	17.93psia	21.86°C	0.207LPM	0.350mg/s	4.110g

2260.236s	17.97psia	21.85°C	0.206LPM	0.348mg/s	4.110g

2260.297s	17.97psia	21.86°C	0.205LPM	0.348mg/s	4.110g

2260.357s	17.97psia	21.85°C	0.205LPM	0.347mg/s	4.110g

2260.418s	17.98psia	21.85°C	0.204LPM	0.345mg/s	4.110g

2260.478s	18.00psia	21.85°C	0.203LPM	0.344mg/s	4.110g

2260.539s	17.99psia	21.85°C	0.203LPM	0.344mg/s	4.110g

2260.599s	17.96psia	21.85°C	0.201LPM	0.341mg/s	4.110g

2260.660s	18.00psia	21.86°C	0.201LPM	0.342mg/s	4.110g

2260.720s	17.96psia	21.85°C	0.201LPM	0.341mg/s	4.110g

